Plane 7 | Job 3 | Site 5 | Start 45 | End 62.11896201004171
Plane 2 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 1 | Job 3 | Site 2 | Start 47 | End 62.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 4 | Job 3 | Site 10 | Start 49 | End 85.61133961604416
Plane 3 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 2 | Job 8 | Site 3 | Start 61 | End 65.0
Plane 1 | Job 8 | Site 17 | Start 62 | End 78.70157470552373
Plane 7 | Job 8 | Site 5 | Start 62 | End 66.0
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 5 | Job 3 | Site 4 | Start 64 | End 108.75936827286493
Plane 2 | Job 6 | Site 2 | Start 65 | End 82.1540659228538
Plane 3 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 7 | Job 6 | Site 5 | Start 66 | End 81.0
Plane 0 | Job 6 | Site 1 | Start 68 | End 83.0
Plane 3 | Job 6 | Site 16 | Start 69 | End 99.07647173578752
Plane 6 | Job 8 | Site 3 | Start 69 | End 78.7008771254957
Plane 1 | Job 6 | Site 3 | Start 78 | End 103.55888251663025
Plane 6 | Job 6 | Site 0 | Start 78 | End 99.42572953056694
Plane 7 | Job 7 | Site 7 | Start 81 | End 108.98557292037256
Plane 2 | Job 7 | Site 15 | Start 82 | End 93.30215028904608
Plane 0 | Job 7 | Site 11 | Start 83 | End 112.86772326545533
Plane 4 | Job 8 | Site 17 | Start 85 | End 110.61133961604416
Plane 2 | Job 1 | Site 2 | Start 93 | End 112.30215028904607
Plane 3 | Job 7 | Site 15 | Start 99 | End 102.72046505340853
Plane 6 | Job 7 | Site 1 | Start 99 | End 103.23606797749979
Plane 3 | Job 1 | Site 16 | Start 102 | End 113.72046505340853
Plane 1 | Job 7 | Site 15 | Start 103 | End 112.15891053163817
Plane 6 | Job 1 | Site 5 | Start 103 | End 121.41189633792524
Plane 5 | Job 8 | Site 1 | Start 108 | End 118.29364759102383
Plane 7 | Job 1 | Site 8 | Start 108 | End 120.57099202643649
Plane 4 | Job 6 | Site 4 | Start 110 | End 133.523496934944
Plane 0 | Job 1 | Site 2 | Start 112 | End 148.07220742476557
Plane 1 | Job 1 | Site 3 | Start 112 | End 129.15891053163818
Plane 2 | Job 0 | Site 6 | Start 112 | End 152.02399040767233
Plane 3 | Job 0 | Site 16 | Start 113 | End 123.0
Plane 5 | Job 6 | Site 1 | Start 118 | End 133.0
Plane 7 | Job 0 | Site 10 | Start 120 | End 134.60108682813095
Plane 6 | Job 0 | Site 0 | Start 121 | End 141.62826420446913
Plane 3 | Job -1 | Site 14 | Start 123 | End 136.3600595232823
Plane 1 | Job 0 | Site 16 | Start 129 | End 147.73670418407306
Plane 4 | Job 7 | Site 7 | Start 133 | End 162.90340481016608
Plane 5 | Job 7 | Site 11 | Start 133 | End 162.8677232654553
Plane 7 | Job -1 | Site 3 | Start 134 | End 171.99571395767572
Plane 6 | Job -1 | Site 14 | Start 141 | End 163.12641744292188
Plane 1 | Job -1 | Site 12 | Start 147 | End 175.24527336051725
Plane 0 | Job 0 | Site 5 | Start 148 | End 164.3568860301251
Plane 2 | Job -1 | Site 2 | Start 152 | End 192.02399040767233
Plane 4 | Job 1 | Site 16 | Start 162 | End 195.44802763560295
Plane 5 | Job 1 | Site 4 | Start 162 | End 194.76927754672948
Plane 0 | Job -1 | Site 14 | Start 164 | End 175.52643375224739
Plane 5 | Job 0 | Site 5 | Start 194 | End 206.1189620100417
Plane 4 | Job 0 | Site 2 | Start 195 | End 215.85587398600407
Plane 5 | Job -1 | Site 6 | Start 206 | End 240.01686907155053
Plane 4 | Job -1 | Site 3 | Start 215 | End 227.1540659228538
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 2 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 3 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 4 | Job 2 | Site 17 | Start 37 | End 49.46374504447692
Plane 2 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 1 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 3 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 5 | Start 45 | End 62.11896201004171
Plane 2 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 1 | Job 3 | Site 2 | Start 47 | End 62.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 4 | Job 3 | Site 10 | Start 49 | End 85.61133961604416
Plane 3 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 2 | Job 8 | Site 3 | Start 61 | End 65.0
Plane 1 | Job 8 | Site 17 | Start 62 | End 78.70157470552373
Plane 7 | Job 8 | Site 5 | Start 62 | End 66.0
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 5 | Job 3 | Site 4 | Start 64 | End 108.75936827286493
Plane 2 | Job 6 | Site 2 | Start 65 | End 82.1540659228538
Plane 3 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 7 | Job 6 | Site 5 | Start 66 | End 81.0
Plane 0 | Job 6 | Site 1 | Start 68 | End 83.0
Plane 3 | Job 6 | Site 16 | Start 69 | End 99.07647173578752
Plane 6 | Job 8 | Site 3 | Start 69 | End 78.7008771254957
Plane 1 | Job 6 | Site 3 | Start 78 | End 103.55888251663025
Plane 6 | Job 6 | Site 0 | Start 78 | End 99.42572953056694
Plane 7 | Job 7 | Site 7 | Start 81 | End 108.98557292037256
Plane 2 | Job 7 | Site 15 | Start 82 | End 93.30215028904608
Plane 0 | Job 7 | Site 11 | Start 83 | End 112.86772326545533
Plane 4 | Job 8 | Site 17 | Start 85 | End 110.61133961604416
Plane 2 | Job 1 | Site 2 | Start 93 | End 112.30215028904607
Plane 3 | Job 7 | Site 15 | Start 99 | End 102.72046505340853
Plane 6 | Job 7 | Site 1 | Start 99 | End 103.23606797749979
Plane 3 | Job 1 | Site 16 | Start 102 | End 113.72046505340853
Plane 1 | Job 7 | Site 15 | Start 103 | End 112.15891053163817
Plane 6 | Job 1 | Site 5 | Start 103 | End 121.41189633792524
Plane 5 | Job 8 | Site 1 | Start 108 | End 118.29364759102383
Plane 7 | Job 1 | Site 3 | Start 108 | End 147.85431292125142
Plane 4 | Job 6 | Site 4 | Start 110 | End 133.523496934944
Plane 0 | Job 1 | Site 2 | Start 112 | End 148.07220742476557
Plane 1 | Job 1 | Site 0 | Start 112 | End 135.556548233234
Plane 2 | Job 0 | Site 6 | Start 112 | End 152.02399040767233
Plane 3 | Job 0 | Site 16 | Start 113 | End 123.0
Plane 5 | Job 6 | Site 1 | Start 118 | End 133.0
Plane 6 | Job 0 | Site 5 | Start 121 | End 131.0
Plane 3 | Job -1 | Site 14 | Start 123 | End 136.3600595232823
Plane 6 | Job -1 | Site 10 | Start 131 | End 165.59044529893674
Plane 4 | Job 7 | Site 7 | Start 133 | End 162.90340481016608
Plane 5 | Job 7 | Site 11 | Start 133 | End 162.8677232654553
Plane 1 | Job 0 | Site 5 | Start 135 | End 155.62826420446913
Plane 7 | Job 0 | Site 16 | Start 147 | End 165.73670418407306
Plane 0 | Job 0 | Site 1 | Start 148 | End 160.06155281280883
Plane 2 | Job -1 | Site 14 | Start 152 | End 184.76356738299162
Plane 1 | Job -1 | Site 2 | Start 155 | End 171.3568860301251
Plane 0 | Job -1 | Site 8 | Start 160 | End 204.53056616969957
Plane 4 | Job 1 | Site 5 | Start 162 | End 197.98557292037256
Plane 5 | Job 1 | Site 1 | Start 162 | End 199.8677232654553
Plane 7 | Job -1 | Site 3 | Start 165 | End 183.73670418407306
Plane 4 | Job 0 | Site 5 | Start 197 | End 207.0
Plane 5 | Job 0 | Site 16 | Start 199 | End 221.84133949399362
Plane 4 | Job -1 | Site 0 | Start 207 | End 227.62826420446913
Plane 5 | Job -1 | Site 5 | Start 221 | End 235.81040538832227
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 2 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 3 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 4 | Job 2 | Site 17 | Start 37 | End 49.46374504447692
Plane 3 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 1 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 2 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 5 | Start 45 | End 62.11896201004171
Plane 3 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 1 | Job 3 | Site 2 | Start 47 | End 62.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 4 | Job 3 | Site 10 | Start 49 | End 85.61133961604416
Plane 2 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 3 | Job 8 | Site 17 | Start 61 | End 75.55888251663025
Plane 1 | Job 8 | Site 3 | Start 62 | End 68.1540659228538
Plane 7 | Job 8 | Site 5 | Start 62 | End 66.0
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 5 | Job 3 | Site 4 | Start 64 | End 108.75936827286493
Plane 2 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 7 | Job 6 | Site 2 | Start 66 | End 87.35688603012512
Plane 0 | Job 6 | Site 5 | Start 68 | End 91.41189633792524
Plane 1 | Job 6 | Site 1 | Start 68 | End 87.20594816896262
Plane 2 | Job 6 | Site 3 | Start 69 | End 90.42572953056694
Plane 6 | Job 8 | Site 0 | Start 69 | End 85.12641744292188
Plane 3 | Job 6 | Site 16 | Start 75 | End 92.00997512422418
Plane 4 | Job 8 | Site 0 | Start 85 | End 122.39176545197932
Plane 6 | Job 6 | Site 10 | Start 85 | End 133.39176545197932
Plane 1 | Job 7 | Site 11 | Start 87 | End 116.86772326545533
Plane 7 | Job 7 | Site 7 | Start 87 | End 120.81571938523471
Plane 2 | Job 7 | Site 15 | Start 90 | End 99.15891053163817
Plane 0 | Job 7 | Site 5 | Start 91 | End 93.0
Plane 3 | Job 7 | Site 2 | Start 92 | End 104.85587398600407
Plane 0 | Job 1 | Site 16 | Start 93 | End 107.81040538832228
Plane 2 | Job 1 | Site 1 | Start 99 | End 120.32166065557522
Plane 3 | Job 1 | Site 2 | Start 104 | End 114.0
Plane 0 | Job 0 | Site 5 | Start 107 | End 121.81040538832228
Plane 5 | Job 8 | Site 13 | Start 108 | End 129.0293863659264
Plane 3 | Job 0 | Site 16 | Start 114 | End 134.85587398600407
Plane 1 | Job 1 | Site 2 | Start 116 | End 152.07220742476557
Plane 2 | Job 0 | Site 6 | Start 120 | End 162.04512443414754
Plane 7 | Job 1 | Site 1 | Start 120 | End 163.8036980225537
Plane 0 | Job -1 | Site 14 | Start 121 | End 132.52643375224739
Plane 4 | Job 6 | Site 5 | Start 122 | End 147.62826420446913
Plane 5 | Job 6 | Site 3 | Start 129 | End 162.2526710374126
Plane 6 | Job 7 | Site 7 | Start 133 | End 141.2609903369994
Plane 3 | Job -1 | Site 14 | Start 134 | End 147.3600595232823
Plane 6 | Job 1 | Site 16 | Start 141 | End 174.44802763560295
Plane 4 | Job 7 | Site 7 | Start 147 | End 174.98557292037256
Plane 1 | Job 0 | Site 2 | Start 152 | End 162.0
Plane 1 | Job -1 | Site 2 | Start 162 | End 172.0
Plane 2 | Job -1 | Site 12 | Start 162 | End 185.1590273196768
Plane 5 | Job 7 | Site 11 | Start 162 | End 188.41802612825205
Plane 7 | Job 0 | Site 5 | Start 163 | End 181.41189633792524
Plane 4 | Job 1 | Site 2 | Start 174 | End 215.81571938523473
Plane 6 | Job 0 | Site 16 | Start 174 | End 184.0
Plane 7 | Job -1 | Site 3 | Start 181 | End 195.2059481689626
Plane 6 | Job -1 | Site 14 | Start 184 | End 197.3600595232823
Plane 5 | Job 1 | Site 16 | Start 188 | End 218.38357181653893
Plane 4 | Job 0 | Site 5 | Start 215 | End 231.3568860301251
Plane 5 | Job 0 | Site 16 | Start 218 | End 228.0
Plane 5 | Job -1 | Site 6 | Start 228 | End 259.1624667749296
Plane 4 | Job -1 | Site 5 | Start 231 | End 241.0
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 2 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 3 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 4 | Job 2 | Site 17 | Start 37 | End 49.46374504447692
Plane 3 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 1 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 2 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 5 | Start 45 | End 62.11896201004171
Plane 3 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 1 | Job 3 | Site 6 | Start 47 | End 92.02399040767233
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 4 | Job 3 | Site 2 | Start 49 | End 76.70157470552373
Plane 2 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 3 | Job 8 | Site 17 | Start 61 | End 75.55888251663025
Plane 7 | Job 8 | Site 3 | Start 62 | End 70.20594816896262
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 5 | Job 3 | Site 5 | Start 64 | End 107.00803456153253
Plane 2 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 0 | Job 6 | Site 1 | Start 68 | End 83.0
Plane 2 | Job 6 | Site 4 | Start 69 | End 92.50940655980193
Plane 6 | Job 8 | Site 0 | Start 69 | End 85.12641744292188
Plane 7 | Job 6 | Site 3 | Start 70 | End 85.0
Plane 3 | Job 6 | Site 16 | Start 75 | End 92.00997512422418
Plane 4 | Job 8 | Site 17 | Start 76 | End 92.70157470552373
Plane 0 | Job 7 | Site 7 | Start 83 | End 118.80369802255369
Plane 6 | Job 6 | Site 2 | Start 85 | End 104.27200187265876
Plane 7 | Job 7 | Site 11 | Start 85 | End 111.41802612825205
Plane 1 | Job 8 | Site 3 | Start 92 | End 124.00285699709943
Plane 2 | Job 7 | Site 15 | Start 92 | End 99.131276644267
Plane 3 | Job 7 | Site 1 | Start 92 | End 106.8413394939936
Plane 4 | Job 6 | Site 4 | Start 92 | End 115.523496934944
Plane 2 | Job 1 | Site 16 | Start 99 | End 110.72046505340853
Plane 6 | Job 7 | Site 15 | Start 104 | End 115.30215028904608
Plane 3 | Job 1 | Site 2 | Start 106 | End 118.06155281280883
Plane 5 | Job 8 | Site 17 | Start 107 | End 117.46374504447692
Plane 2 | Job 0 | Site 16 | Start 110 | End 120.0
Plane 7 | Job 1 | Site 5 | Start 111 | End 142.242645786248
Plane 4 | Job 7 | Site 11 | Start 115 | End 139.76927754672948
Plane 6 | Job 1 | Site 1 | Start 115 | End 136.32166065557522
Plane 5 | Job 6 | Site 4 | Start 117 | End 140.523496934944
Plane 0 | Job 1 | Site 2 | Start 118 | End 159.81571938523473
Plane 3 | Job 0 | Site 6 | Start 118 | End 158.02399040767233
Plane 2 | Job -1 | Site 12 | Start 120 | End 148.24527336051725
Plane 1 | Job 6 | Site 16 | Start 124 | End 147.73670418407306
Plane 6 | Job 0 | Site 1 | Start 136 | End 146.0
Plane 4 | Job 1 | Site 3 | Start 139 | End 173.41802612825205
Plane 5 | Job 7 | Site 7 | Start 140 | End 169.90340481016608
Plane 7 | Job 0 | Site 5 | Start 142 | End 152.0
Plane 6 | Job -1 | Site 14 | Start 146 | End 165.90201999594024
Plane 1 | Job 7 | Site 15 | Start 147 | End 150.72046505340853
Plane 1 | Job 1 | Site 16 | Start 150 | End 161.72046505340853
Plane 7 | Job -1 | Site 5 | Start 152 | End 162.0
Plane 3 | Job -1 | Site 12 | Start 158 | End 181.1590273196768
Plane 0 | Job 0 | Site 4 | Start 159 | End 173.23792402008343
Plane 1 | Job 0 | Site 16 | Start 161 | End 171.0
Plane 5 | Job 1 | Site 2 | Start 169 | End 210.81571938523473
Plane 1 | Job -1 | Site 0 | Start 171 | End 196.07647173578752
Plane 0 | Job -1 | Site 14 | Start 173 | End 186.62491379207836
Plane 4 | Job 0 | Site 16 | Start 173 | End 191.73670418407306
Plane 4 | Job -1 | Site 5 | Start 191 | End 205.81040538832227
Plane 5 | Job 0 | Site 16 | Start 210 | End 230.85587398600407
Plane 5 | Job -1 | Site 5 | Start 230 | End 244.81040538832227
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 2 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 3 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 4 | Job 2 | Site 17 | Start 37 | End 49.46374504447692
Plane 3 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 1 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 2 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 5 | Start 45 | End 62.11896201004171
Plane 3 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 1 | Job 3 | Site 2 | Start 47 | End 62.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 4 | Job 3 | Site 10 | Start 49 | End 85.61133961604416
Plane 2 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 3 | Job 8 | Site 17 | Start 61 | End 75.55888251663025
Plane 1 | Job 8 | Site 3 | Start 62 | End 68.1540659228538
Plane 7 | Job 8 | Site 5 | Start 62 | End 66.0
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 5 | Job 3 | Site 4 | Start 64 | End 108.75936827286493
Plane 2 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 7 | Job 6 | Site 2 | Start 66 | End 87.35688603012512
Plane 0 | Job 6 | Site 5 | Start 68 | End 91.41189633792524
Plane 1 | Job 6 | Site 1 | Start 68 | End 87.20594816896262
Plane 2 | Job 6 | Site 3 | Start 69 | End 90.42572953056694
Plane 6 | Job 8 | Site 0 | Start 69 | End 85.12641744292188
Plane 3 | Job 6 | Site 16 | Start 75 | End 92.00997512422418
Plane 4 | Job 8 | Site 0 | Start 85 | End 122.39176545197932
Plane 6 | Job 6 | Site 10 | Start 85 | End 133.39176545197932
Plane 1 | Job 7 | Site 7 | Start 87 | End 122.80369802255369
Plane 7 | Job 7 | Site 17 | Start 87 | End 101.70157470552373
Plane 2 | Job 7 | Site 11 | Start 90 | End 116.41802612825205
Plane 0 | Job 7 | Site 5 | Start 91 | End 93.0
Plane 3 | Job 7 | Site 2 | Start 92 | End 104.85587398600407
Plane 0 | Job 1 | Site 16 | Start 93 | End 107.81040538832228
Plane 7 | Job 1 | Site 5 | Start 101 | End 117.46374504447692
Plane 3 | Job 1 | Site 2 | Start 104 | End 114.0
Plane 0 | Job 0 | Site 16 | Start 107 | End 117.0
Plane 5 | Job 8 | Site 17 | Start 108 | End 120.523496934944
Plane 3 | Job 0 | Site 2 | Start 114 | End 124.0
Plane 2 | Job 1 | Site 1 | Start 116 | End 153.8677232654553
Plane 0 | Job -1 | Site 14 | Start 117 | End 130.3600595232823
Plane 7 | Job 0 | Site 16 | Start 117 | End 131.81040538832227
Plane 5 | Job 6 | Site 5 | Start 120 | End 141.46374504447692
Plane 1 | Job 1 | Site 4 | Start 122 | End 159.90340481016608
Plane 4 | Job 6 | Site 3 | Start 122 | End 143.42572953056694
Plane 3 | Job -1 | Site 12 | Start 124 | End 156.6176921899649
Plane 7 | Job -1 | Site 14 | Start 131 | End 144.3600595232823
Plane 6 | Job 7 | Site 7 | Start 133 | End 141.2609903369994
Plane 5 | Job 7 | Site 7 | Start 141 | End 168.98557292037256
Plane 6 | Job 1 | Site 2 | Start 141 | End 182.81571938523473
Plane 4 | Job 7 | Site 11 | Start 143 | End 169.41802612825205
Plane 2 | Job 0 | Site 16 | Start 153 | End 175.84133949399362
Plane 1 | Job 0 | Site 6 | Start 159 | End 195.0007692193904
Plane 5 | Job 1 | Site 4 | Start 168 | End 205.90340481016608
Plane 4 | Job 1 | Site 1 | Start 169 | End 206.8677232654553
Plane 2 | Job -1 | Site 12 | Start 175 | End 203.24527336051725
Plane 6 | Job 0 | Site 0 | Start 182 | End 196.27200187265876
Plane 1 | Job -1 | Site 2 | Start 195 | End 235.02399040767233
Plane 6 | Job -1 | Site 3 | Start 196 | End 212.42572953056694
Plane 5 | Job 0 | Site 16 | Start 205 | End 221.7623960250787
Plane 4 | Job 0 | Site 5 | Start 206 | End 224.41189633792524
Plane 5 | Job -1 | Site 6 | Start 221 | End 252.1624667749296
Plane 4 | Job -1 | Site 5 | Start 224 | End 234.0
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 2 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 3 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 4 | Job 2 | Site 17 | Start 37 | End 49.46374504447692
Plane 3 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 1 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 2 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 5 | Start 45 | End 62.11896201004171
Plane 3 | Job 3 | Site 3 | Start 46 | End 61.0
