# Reward Formula: R_total = R_global / reward_scale
# R_global = w1*CompletedNorm - w2*AvgWaitNorm - w3*WIPNorm + w4*ThroughputDelta + w5*LoadBalance
# Coefficients: w1=1.0, w2=0.0, w3=0.0, w4=0.0, w5=0.0
# reward_scale=2.0
# LoadBalance: lambda_m=0.8, lambda_o=0.2
# CompletedNorm: fraction of jobs completed [0,1]
# AvgWaitNorm: normalized average wait time [0,1]
# WIPNorm: work-in-progress ratio [0,1]
# ThroughputDelta: change in completed jobs (normalized) - immediate feedback!
# LoadBalance: entropy-based load distribution [0,1] - higher is better
#
step,sim_time,CompletedNorm,AvgWaitNorm,WIPNorm,ThroughputDelta,LoadBalance,R_global,R_total
294,99.00,0.723404,0.129004,0.212766,0.000000,0.930529,0.723404,0.361702
295,100.00,0.729167,0.126739,0.208333,0.020833,0.930148,0.729167,0.364583
296,1.00,0.000000,0.000000,0.500000,0.000000,0.930148,0.000000,0.000000
297,3.00,0.000000,0.008292,0.600000,0.000000,0.927590,0.000000,0.000000
298,4.00,0.100000,0.008149,0.600000,0.100000,0.943499,0.100000,0.050000
299,5.00,0.100000,0.009577,0.600000,0.000000,0.943499,0.100000,0.050000
300,6.00,0.100000,0.011463,0.600000,0.000000,0.950396,0.100000,0.050000
301,7.00,0.200000,0.017332,0.600000,0.100000,0.948032,0.200000,0.100000
302,8.00,0.200000,0.021137,0.700000,0.000000,0.934829,0.200000,0.100000
303,9.00,0.200000,0.022193,0.700000,0.000000,0.948781,0.200000,0.100000
304,10.00,0.300000,0.022869,0.700000,0.100000,0.948781,0.300000,0.150000
305,11.00,0.300000,0.023884,0.700000,0.000000,0.951558,0.300000,0.150000
306,12.00,0.300000,0.024884,0.700000,0.000000,0.951558,0.300000,0.150000
307,13.00,0.400000,0.027443,0.600000,0.100000,0.956054,0.400000,0.200000
308,14.00,0.400000,0.029443,0.600000,0.000000,0.956054,0.400000,0.200000
309,15.00,0.400000,0.037252,0.600000,0.000000,0.964759,0.400000,0.200000
310,16.00,0.545455,0.038910,0.454545,0.181818,0.964759,0.545455,0.272727
311,17.00,0.500000,0.035668,0.500000,0.000000,0.964759,0.500000,0.250000
312,18.00,0.500000,0.036901,0.500000,0.000000,0.965485,0.500000,0.250000
313,19.00,0.461538,0.034063,0.538462,0.000000,0.967985,0.461538,0.230769
314,20.00,0.428571,0.032923,0.571429,0.000000,0.964888,0.428571,0.214286
315,21.00,0.428571,0.035315,0.571429,0.000000,0.964888,0.428571,0.214286
316,22.00,0.500000,0.040802,0.500000,0.071429,0.965613,0.500000,0.250000
317,23.00,0.533333,0.039416,0.466667,0.066667,0.952927,0.533333,0.266667
318,24.00,0.533333,0.042142,0.466667,0.000000,0.957092,0.533333,0.266667
319,25.00,0.600000,0.044675,0.400000,0.066667,0.955191,0.600000,0.300000
320,26.00,0.625000,0.043745,0.375000,0.062500,0.955191,0.625000,0.312500
321,27.00,0.625000,0.044370,0.375000,0.000000,0.955191,0.625000,0.312500
322,28.00,0.588235,0.047202,0.411765,0.000000,0.955191,0.588235,0.294118
323,29.00,0.555556,0.046576,0.444444,0.000000,0.967877,0.555556,0.277778
324,30.00,0.555556,0.046676,0.444444,0.000000,0.967270,0.555556,0.277778
325,31.00,0.555556,0.048579,0.444444,0.000000,0.973607,0.555556,0.277778
326,32.00,0.611111,0.049967,0.388889,0.055556,0.968340,0.611111,0.305556
327,33.00,0.578947,0.050126,0.421053,0.000000,0.966282,0.578947,0.289474
328,34.00,0.631579,0.052363,0.368421,0.052632,0.964548,0.631579,0.315789
329,35.00,0.600000,0.049835,0.400000,0.000000,0.971108,0.600000,0.300000
330,36.00,0.571429,0.048768,0.428571,0.000000,0.974945,0.571429,0.285714
331,37.00,0.619048,0.053399,0.380952,0.047619,0.964548,0.619048,0.309524
332,38.00,0.565217,0.049017,0.434783,0.000000,0.967152,0.565217,0.282609
333,39.00,0.608696,0.051828,0.391304,0.043478,0.957776,0.608696,0.304348
334,40.00,0.608696,0.052262,0.391304,0.000000,0.957776,0.608696,0.304348
335,41.00,0.583333,0.053112,0.416667,0.000000,0.958708,0.583333,0.291667
336,42.00,0.583333,0.054018,0.416667,0.000000,0.943261,0.583333,0.291667
337,43.00,0.560000,0.052386,0.400000,0.000000,0.962403,0.560000,0.280000
338,44.00,0.600000,0.054146,0.400000,0.040000,0.962403,0.600000,0.300000
339,45.00,0.640000,0.058814,0.360000,0.040000,0.953217,0.640000,0.320000
340,47.00,0.615385,0.058552,0.384615,0.000000,0.953217,0.615385,0.307692
341,48.00,0.653846,0.063227,0.346154,0.038462,0.953217,0.653846,0.326923
342,49.00,0.692308,0.065813,0.307692,0.038462,0.952110,0.692308,0.346154
343,50.00,0.769231,0.070076,0.230769,0.076923,0.965284,0.769231,0.384615
344,51.00,0.769231,0.073054,0.230769,0.000000,0.965284,0.769231,0.384615
345,52.00,0.769231,0.073986,0.230769,0.000000,0.970597,0.769231,0.384615
346,53.00,0.769231,0.078436,0.230769,0.000000,0.954344,0.769231,0.384615
347,55.00,0.807692,0.081848,0.192308,0.038462,0.952038,0.807692,0.403846
348,57.00,0.846154,0.082521,0.153846,0.038462,0.951749,0.846154,0.423077
349,58.00,0.814815,0.079650,0.185185,0.000000,0.950625,0.814815,0.407407
350,59.00,0.758621,0.074377,0.241379,0.000000,0.956602,0.758621,0.379310
351,60.00,0.758621,0.074911,0.241379,0.000000,0.968014,0.758621,0.379310
352,61.00,0.758621,0.074911,0.241379,0.000000,0.968014,0.758621,0.379310
353,62.00,0.733333,0.072814,0.266667,0.000000,0.965284,0.733333,0.366667
354,63.00,0.733333,0.074979,0.266667,0.000000,0.955216,0.733333,0.366667
355,64.00,0.741935,0.074270,0.258065,0.032258,0.956744,0.741935,0.370968
356,65.00,0.718750,0.072362,0.281250,0.000000,0.964756,0.718750,0.359375
357,66.00,0.757576,0.070978,0.242424,0.060606,0.969530,0.757576,0.378788
358,67.00,0.735294,0.070090,0.264706,0.000000,0.974984,0.735294,0.367647
359,68.00,0.735294,0.070510,0.264706,0.000000,0.981588,0.735294,0.367647
360,69.00,0.694444,0.067399,0.277778,0.000000,0.975511,0.694444,0.347222
361,70.00,0.684211,0.065850,0.263158,0.026316,0.973880,0.684211,0.342105
362,71.00,0.666667,0.064464,0.256410,0.000000,0.974419,0.666667,0.333333
363,72.00,0.692308,0.068253,0.256410,0.025641,0.974419,0.692308,0.346154
364,73.00,0.675000,0.066797,0.250000,0.000000,0.971209,0.675000,0.337500
365,74.00,0.700000,0.068365,0.250000,0.025000,0.971209,0.700000,0.350000
366,75.00,0.700000,0.070661,0.250000,0.000000,0.984554,0.700000,0.350000
367,76.00,0.700000,0.074452,0.250000,0.000000,0.983173,0.700000,0.350000
368,77.00,0.707317,0.076945,0.243902,0.024390,0.982167,0.707317,0.353659
369,78.00,0.707317,0.077233,0.243902,0.000000,0.986332,0.707317,0.353659
370,79.00,0.707317,0.078677,0.243902,0.000000,0.980483,0.707317,0.353659
371,80.00,0.690476,0.077452,0.238095,0.000000,0.982130,0.690476,0.345238
372,81.00,0.690476,0.078845,0.238095,0.000000,0.986839,0.690476,0.345238
373,82.00,0.714286,0.079530,0.238095,0.023810,0.986839,0.714286,0.357143
374,83.00,0.714286,0.080958,0.238095,0.000000,0.986839,0.714286,0.357143
375,84.00,0.738095,0.085212,0.238095,0.023810,0.987132,0.738095,0.369048
376,85.00,0.738095,0.090298,0.238095,0.000000,0.981487,0.738095,0.369048
377,86.00,0.720930,0.088762,0.232558,0.000000,0.980241,0.720930,0.360465
378,87.00,0.704545,0.087423,0.227273,0.000000,0.984844,0.704545,0.352273
379,88.00,0.711111,0.086053,0.222222,0.022222,0.989587,0.711111,0.355556
380,89.00,0.733333,0.086719,0.222222,0.022222,0.989587,0.733333,0.366667
381,90.00,0.733333,0.091699,0.222222,0.000000,0.983727,0.733333,0.366667
382,91.00,0.733333,0.095000,0.222222,0.000000,0.988682,0.733333,0.366667
383,92.00,0.733333,0.099150,0.222222,0.000000,0.987809,0.733333,0.366667
384,93.00,0.733333,0.099373,0.222222,0.000000,0.991158,0.733333,0.366667
385,94.00,0.733333,0.102287,0.222222,0.000000,0.988428,0.733333,0.366667
386,95.00,0.733333,0.106329,0.222222,0.000000,0.980288,0.733333,0.366667
387,96.00,0.733333,0.106551,0.222222,0.000000,0.974749,0.733333,0.366667
388,97.00,0.733333,0.108862,0.222222,0.000000,0.974037,0.733333,0.366667
389,98.00,0.717391,0.106713,0.217391,0.000000,0.962367,0.717391,0.358696
390,99.00,0.702128,0.105476,0.212766,0.000000,0.961236,0.702128,0.351064
391,100.00,0.687500,0.105287,0.208333,0.000000,0.961770,0.687500,0.343750
392,1.00,0.000000,0.000000,0.500000,0.000000,0.961770,0.000000,0.000000
393,2.00,0.000000,0.006000,0.500000,0.000000,0.961770,0.000000,0.000000
394,3.00,0.000000,0.005000,0.600000,0.000000,0.961770,0.000000,0.000000
395,4.00,0.000000,0.005714,0.700000,0.000000,0.961770,0.000000,0.000000
396,5.00,0.000000,0.011750,0.700000,0.000000,0.962765,0.000000,0.000000
397,6.00,0.000000,0.016470,0.700000,0.000000,0.961770,0.000000,0.000000
398,7.00,0.100000,0.014412,0.700000,0.100000,0.961770,0.100000,0.050000
399,8.00,0.100000,0.017554,0.800000,0.000000,0.964980,0.100000,0.050000
400,9.00,0.100000,0.018620,0.800000,0.000000,0.954817,0.100000,0.050000
401,10.00,0.200000,0.019408,0.800000,0.100000,0.954817,0.200000,0.100000
402,11.00,0.200000,0.020792,0.800000,0.000000,0.965129,0.200000,0.100000
403,12.00,0.200000,0.022792,0.800000,0.000000,0.965129,0.200000,0.100000
404,13.00,0.200000,0.025367,0.800000,0.000000,0.952694,0.200000,0.100000
405,14.00,0.300000,0.029542,0.700000,0.100000,0.952694,0.300000,0.150000
406,15.00,0.400000,0.029542,0.600000,0.100000,0.952694,0.400000,0.200000
407,16.00,0.363636,0.029583,0.636364,0.000000,0.952694,0.363636,0.181818
408,17.00,0.333333,0.029410,0.666667,0.000000,0.940876,0.333333,0.166667
409,18.00,0.333333,0.030940,0.666667,0.000000,0.940876,0.333333,0.166667
410,19.00,0.307692,0.029926,0.692308,0.000000,0.919043,0.307692,0.153846
411,20.00,0.357143,0.032220,0.642857,0.071429,0.933615,0.357143,0.178571
412,21.00,0.357143,0.044292,0.642857,0.000000,0.941101,0.357143,0.178571
413,22.00,0.428571,0.058595,0.571429,0.071429,0.944727,0.428571,0.214286
414,23.00,0.400000,0.057130,0.600000,0.000000,0.945003,0.400000,0.200000
415,24.00,0.466667,0.059894,0.533333,0.066667,0.969897,0.466667,0.233333
416,25.00,0.466667,0.064450,0.533333,0.000000,0.966633,0.466667,0.233333
417,26.00,0.437500,0.061672,0.562500,0.000000,0.962981,0.437500,0.218750
418,27.00,0.437500,0.067536,0.562500,0.000000,0.980890,0.437500,0.218750
419,28.00,0.411765,0.064152,0.588235,0.000000,0.979776,0.411765,0.205882
420,29.00,0.500000,0.062946,0.500000,0.111111,0.980541,0.500000,0.250000
421,30.00,0.555556,0.067359,0.444444,0.055556,0.984029,0.555556,0.277778
422,31.00,0.555556,0.069428,0.444444,0.000000,0.989628,0.555556,0.277778
423,32.00,0.555556,0.071608,0.444444,0.000000,0.992469,0.555556,0.277778
424,33.00,0.631579,0.073852,0.368421,0.105263,0.991170,0.631579,0.315789
425,34.00,0.631579,0.075315,0.368421,0.000000,0.991962,0.631579,0.315789
426,35.00,0.600000,0.072050,0.400000,0.000000,0.991962,0.600000,0.300000
427,36.00,0.571429,0.072568,0.428571,0.000000,0.988836,0.571429,0.285714
428,37.00,0.571429,0.072568,0.428571,0.000000,0.988836,0.571429,0.285714
429,38.00,0.521739,0.067823,0.434783,0.000000,0.991566,0.521739,0.260870
430,39.00,0.521739,0.071138,0.434783,0.000000,0.989907,0.521739,0.260870
431,40.00,0.521739,0.071138,0.434783,0.000000,0.989907,0.521739,0.260870
432,41.00,0.500000,0.070874,0.416667,0.000000,0.988911,0.500000,0.250000
433,42.00,0.500000,0.071666,0.416667,0.000000,0.984967,0.500000,0.250000
434,43.00,0.520000,0.071485,0.400000,0.040000,0.984967,0.520000,0.260000
435,44.00,0.600000,0.074719,0.400000,0.080000,0.984137,0.600000,0.300000
436,45.00,0.600000,0.075519,0.400000,0.000000,0.982633,0.600000,0.300000
437,46.00,0.600000,0.079657,0.400000,0.000000,0.984271,0.600000,0.300000
438,47.00,0.615385,0.082642,0.384615,0.038462,0.977330,0.615385,0.307692
439,48.00,0.653846,0.085553,0.346154,0.038462,0.961051,0.653846,0.326923
440,49.00,0.692308,0.088130,0.307692,0.038462,0.956797,0.692308,0.346154
441,50.00,0.692308,0.088149,0.307692,0.000000,0.957523,0.692308,0.346154
442,51.00,0.692308,0.088918,0.307692,0.000000,0.942236,0.692308,0.346154
443,52.00,0.692308,0.092069,0.307692,0.000000,0.943345,0.692308,0.346154
444,53.00,0.692308,0.094742,0.307692,0.000000,0.943345,0.692308,0.346154
445,54.00,0.730769,0.094742,0.269231,0.038462,0.925804,0.730769,0.365385
446,55.00,0.769231,0.095800,0.230769,0.038462,0.925804,0.769231,0.384615
447,56.00,0.769231,0.097819,0.230769,0.000000,0.935386,0.769231,0.384615
448,57.00,0.807692,0.098738,0.192308,0.038462,0.935386,0.807692,0.403846
449,58.00,0.777778,0.095385,0.222222,0.000000,0.932182,0.777778,0.388889
450,59.00,0.724138,0.089371,0.275862,0.000000,0.933556,0.724138,0.362069
451,60.00,0.724138,0.089652,0.275862,0.000000,0.937258,0.724138,0.362069
452,61.00,0.724138,0.089996,0.275862,0.000000,0.937258,0.724138,0.362069
453,62.00,0.700000,0.088411,0.300000,0.000000,0.948867,0.700000,0.350000
454,63.00,0.733333,0.088536,0.266667,0.033333,0.963222,0.733333,0.366667
455,64.00,0.741935,0.087357,0.258065,0.032258,0.961525,0.741935,0.370968
456,65.00,0.750000,0.085252,0.250000,0.031250,0.961525,0.750000,0.375000
457,66.00,0.727273,0.083404,0.272727,0.000000,0.964622,0.727273,0.363636
458,67.00,0.735294,0.082216,0.264706,0.029412,0.965451,0.735294,0.367647
459,68.00,0.735294,0.083700,0.264706,0.000000,0.972066,0.735294,0.367647
460,69.00,0.722222,0.080153,0.277778,0.027778,0.968229,0.722222,0.361111
461,70.00,0.684211,0.076919,0.263158,0.000000,0.967650,0.684211,0.342105
462,71.00,0.666667,0.076100,0.256410,0.000000,0.979980,0.666667,0.333333
463,72.00,0.692308,0.077500,0.256410,0.025641,0.979980,0.692308,0.346154
464,73.00,0.700000,0.076243,0.250000,0.025000,0.980885,0.700000,0.350000
465,74.00,0.700000,0.078033,0.250000,0.000000,0.970125,0.700000,0.350000
466,75.00,0.700000,0.096970,0.250000,0.000000,0.977251,0.700000,0.350000
467,76.00,0.700000,0.098725,0.250000,0.000000,0.973425,0.700000,0.350000
468,77.00,0.682927,0.097049,0.243902,0.000000,0.968649,0.682927,0.341463
469,78.00,0.682927,0.098012,0.243902,0.000000,0.967653,0.682927,0.341463
470,79.00,0.682927,0.098988,0.243902,0.000000,0.971591,0.682927,0.341463
471,80.00,0.666667,0.099735,0.238095,0.000000,0.964289,0.666667,0.333333
472,81.00,0.690476,0.100450,0.238095,0.023810,0.964289,0.690476,0.345238
473,82.00,0.690476,0.105378,0.238095,0.000000,0.961530,0.690476,0.345238
474,83.00,0.714286,0.108483,0.238095,0.023810,0.962640,0.714286,0.357143
475,84.00,0.714286,0.108585,0.238095,0.000000,0.964379,0.714286,0.357143
476,85.00,0.714286,0.109537,0.238095,0.000000,0.964379,0.714286,0.357143
477,86.00,0.697674,0.111318,0.232558,0.000000,0.980124,0.697674,0.348837
478,87.00,0.704545,0.110152,0.227273,0.022727,0.980124,0.704545,0.352273
479,88.00,0.688889,0.110524,0.222222,0.000000,0.984469,0.688889,0.344444
480,89.00,0.688889,0.111858,0.222222,0.000000,0.984644,0.688889,0.344444
481,90.00,0.688889,0.112896,0.222222,0.000000,0.984825,0.688889,0.344444
482,91.00,0.688889,0.114052,0.222222,0.000000,0.983718,0.688889,0.344444
483,92.00,0.711111,0.114123,0.222222,0.022222,0.986559,0.711111,0.355556
484,93.00,0.711111,0.115334,0.222222,0.000000,0.988140,0.711111,0.355556
485,94.00,0.733333,0.122225,0.222222,0.022222,0.981071,0.733333,0.366667
486,95.00,0.755556,0.124034,0.222222,0.022222,0.981071,0.755556,0.377778
487,96.00,0.755556,0.126706,0.222222,0.000000,0.981071,0.755556,0.377778
488,97.00,0.755556,0.127600,0.222222,0.000000,0.987290,0.755556,0.377778
489,98.00,0.739130,0.125832,0.217391,0.000000,0.989032,0.739130,0.369565
490,99.00,0.723404,0.123154,0.212766,0.000000,0.972472,0.723404,0.361702
491,100.00,0.708333,0.121360,0.208333,0.000000,0.972472,0.708333,0.354167
492,1.00,0.000000,0.000000,0.500000,0.000000,0.972472,0.000000,0.000000
493,3.00,0.000000,0.003708,0.600000,0.000000,0.972472,0.000000,0.000000
494,4.00,0.100000,0.004470,0.600000,0.100000,0.982520,0.100000,0.050000
495,5.00,0.100000,0.006677,0.600000,0.000000,0.982520,0.100000,0.050000
496,6.00,0.100000,0.008563,0.600000,0.000000,0.987397,0.100000,0.050000
497,7.00,0.100000,0.011232,0.700000,0.000000,0.987397,0.100000,0.050000
498,8.00,0.100000,0.013290,0.800000,0.000000,0.985947,0.100000,0.050000
499,9.00,0.100000,0.016987,0.800000,0.000000,0.985947,0.100000,0.050000
500,10.00,0.100000,0.017139,0.900000,0.000000,0.989862,0.100000,0.050000
501,11.00,0.200000,0.020098,0.800000,0.100000,0.994770,0.200000,0.100000
502,12.00,0.300000,0.022932,0.700000,0.100000,0.990645,0.300000,0.150000
503,13.00,0.300000,0.022932,0.700000,0.000000,0.984137,0.300000,0.150000
504,14.00,0.300000,0.028107,0.700000,0.000000,0.971040,0.300000,0.150000
505,15.00,0.300000,0.028107,0.700000,0.000000,0.971040,0.300000,0.150000
506,16.00,0.454545,0.028324,0.545455,0.181818,0.971040,0.454545,0.227273
507,17.00,0.416667,0.031047,0.583333,0.000000,0.971040,0.416667,0.208333
508,18.00,0.416667,0.032926,0.583333,0.000000,0.973088,0.416667,0.208333
509,19.00,0.384615,0.032653,0.615385,0.000000,0.973328,0.384615,0.192308
510,20.00,0.357143,0.030320,0.642857,0.000000,0.962305,0.357143,0.178571
511,21.00,0.428571,0.033722,0.571429,0.071429,0.962305,0.428571,0.214286
512,22.00,0.500000,0.036408,0.500000,0.071429,0.962305,0.500000,0.250000
513,23.00,0.533333,0.036047,0.466667,0.066667,0.962305,0.533333,0.266667
514,24.00,0.533333,0.038880,0.466667,0.000000,0.955151,0.533333,0.266667
515,25.00,0.533333,0.039547,0.466667,0.000000,0.955151,0.533333,0.266667
516,26.00,0.500000,0.039217,0.500000,0.000000,0.951095,0.500000,0.250000
517,27.00,0.500000,0.040780,0.500000,0.000000,0.952792,0.500000,0.250000
518,28.00,0.529412,0.041293,0.470588,0.058824,0.952792,0.529412,0.264706
519,29.00,0.500000,0.038999,0.500000,0.000000,0.952792,0.500000,0.250000
520,30.00,0.500000,0.040942,0.500000,0.000000,0.956570,0.500000,0.250000
521,31.00,0.500000,0.042053,0.500000,0.000000,0.943416,0.500000,0.250000
522,32.00,0.555556,0.046814,0.444444,0.055556,0.948500,0.555556,0.277778
523,33.00,0.526316,0.046837,0.473684,0.000000,0.949032,0.526316,0.263158
524,34.00,0.526316,0.046860,0.473684,0.000000,0.949032,0.526316,0.263158
525,35.00,0.550000,0.045942,0.450000,0.050000,0.949781,0.550000,0.275000
526,36.00,0.523810,0.045823,0.476190,0.000000,0.947785,0.523810,0.261905
527,37.00,0.571429,0.049766,0.428571,0.047619,0.947785,0.571429,0.285714
528,38.00,0.565217,0.046927,0.434783,0.043478,0.941410,0.565217,0.282609
529,39.00,0.565217,0.048706,0.434783,0.000000,0.944727,0.565217,0.282609
530,40.00,0.565217,0.050171,0.434783,0.000000,0.944727,0.565217,0.282609
531,41.00,0.541667,0.050199,0.416667,0.000000,0.935633,0.541667,0.270833
532,42.00,0.541667,0.053303,0.416667,0.000000,0.938489,0.541667,0.270833
533,43.00,0.520000,0.052311,0.400000,0.000000,0.935012,0.520000,0.260000
534,44.00,0.520000,0.054871,0.400000,0.000000,0.946993,0.520000,0.260000
535,45.00,0.520000,0.070321,0.400000,0.000000,0.953844,0.520000,0.260000
536,46.00,0.520000,0.070721,0.400000,0.000000,0.955728,0.520000,0.260000
537,47.00,0.500000,0.070061,0.384615,0.000000,0.954183,0.500000,0.250000
538,48.00,0.500000,0.077109,0.384615,0.000000,0.953059,0.500000,0.250000
539,49.00,0.615385,0.077494,0.384615,0.115385,0.953059,0.615385,0.307692
540,50.00,0.615385,0.081642,0.384615,0.000000,0.962935,0.615385,0.307692
541,51.00,0.615385,0.087508,0.384615,0.000000,0.973109,0.615385,0.307692
542,52.00,0.692308,0.087508,0.307692,0.076923,0.971346,0.692308,0.346154
543,53.00,0.692308,0.093496,0.307692,0.000000,0.971346,0.692308,0.346154
544,54.00,0.730769,0.098756,0.269231,0.038462,0.972442,0.730769,0.365385
545,55.00,0.769231,0.102244,0.230769,0.038462,0.971613,0.769231,0.384615
546,57.00,0.807692,0.104015,0.192308,0.038462,0.979596,0.807692,0.403846
547,58.00,0.777778,0.100255,0.222222,0.000000,0.973044,0.777778,0.388889
548,59.00,0.724138,0.093570,0.275862,0.000000,0.972073,0.724138,0.362069
549,61.00,0.758621,0.094700,0.241379,0.034483,0.980305,0.758621,0.379310
550,62.00,0.733333,0.092483,0.266667,0.000000,0.977478,0.733333,0.366667
551,63.00,0.733333,0.093366,0.266667,0.000000,0.977478,0.733333,0.366667
552,64.00,0.709677,0.090927,0.290323,0.000000,0.976191,0.709677,0.354839
553,65.00,0.718750,0.089163,0.281250,0.031250,0.979489,0.718750,0.359375
554,66.00,0.727273,0.107884,0.272727,0.030303,0.984630,0.727273,0.363636
555,67.00,0.764706,0.104711,0.235294,0.058824,0.983699,0.764706,0.382353
556,68.00,0.764706,0.105647,0.235294,0.000000,0.983699,0.764706,0.382353
557,69.00,0.722222,0.107210,0.277778,0.000000,0.987334,0.722222,0.361111
558,70.00,0.684211,0.101567,0.263158,0.000000,0.985920,0.684211,0.342105
559,71.00,0.692308,0.101186,0.256410,0.025641,0.985599,0.692308,0.346154
560,72.00,0.692308,0.102484,0.256410,0.000000,0.984320,0.692308,0.346154
561,73.00,0.675000,0.100913,0.250000,0.000000,0.986820,0.675000,0.337500
562,74.00,0.675000,0.101663,0.250000,0.000000,0.986531,0.675000,0.337500
563,75.00,0.675000,0.104735,0.250000,0.000000,0.988594,0.675000,0.337500
564,76.00,0.700000,0.107952,0.250000,0.025000,0.986094,0.700000,0.350000
565,77.00,0.682927,0.107408,0.243902,0.000000,0.990093,0.682927,0.341463
566,78.00,0.707317,0.108981,0.243902,0.024390,0.991200,0.707317,0.353659
567,79.00,0.707317,0.114802,0.243902,0.000000,0.988329,0.707317,0.353659
568,80.00,0.690476,0.112783,0.238095,0.000000,0.988329,0.690476,0.345238
569,81.00,0.714286,0.115699,0.238095,0.023810,0.983608,0.714286,0.357143
570,82.00,0.714286,0.116110,0.238095,0.000000,0.984854,0.714286,0.357143
571,83.00,0.714286,0.117622,0.238095,0.000000,0.984854,0.714286,0.357143
572,84.00,0.714286,0.118265,0.238095,0.000000,0.979240,0.714286,0.357143
573,85.00,0.714286,0.121052,0.238095,0.000000,0.973927,0.714286,0.357143
574,86.00,0.697674,0.118464,0.232558,0.000000,0.986694,0.697674,0.348837
575,87.00,0.681818,0.116908,0.227273,0.000000,0.986694,0.681818,0.340909
576,88.00,0.666667,0.115066,0.222222,0.000000,0.985699,0.666667,0.333333
577,89.00,0.688889,0.116215,0.222222,0.022222,0.987334,0.688889,0.344444
578,90.00,0.688889,0.121934,0.222222,0.000000,0.984944,0.688889,0.344444
579,91.00,0.711111,0.122027,0.222222,0.022222,0.977946,0.711111,0.355556
580,92.00,0.711111,0.125748,0.222222,0.000000,0.977716,0.711111,0.355556
581,93.00,0.733333,0.125748,0.222222,0.022222,0.986351,0.733333,0.366667
582,94.00,0.733333,0.127335,0.222222,0.000000,0.980530,0.733333,0.366667
583,95.00,0.733333,0.132155,0.222222,0.000000,0.984470,0.733333,0.366667
584,96.00,0.733333,0.132155,0.222222,0.000000,0.979157,0.733333,0.366667
585,97.00,0.733333,0.134666,0.222222,0.000000,0.977458,0.733333,0.366667
586,98.00,0.717391,0.133098,0.217391,0.000000,0.974959,0.717391,0.358696
587,99.00,0.723404,0.131409,0.212766,0.021277,0.975270,0.723404,0.361702
588,100.00,0.708333,0.129094,0.208333,0.000000,0.974434,0.708333,0.354167
589,1.00,0.000000,0.000000,0.500000,0.000000,0.974434,0.000000,0.000000
590,3.00,0.000000,0.007708,0.600000,0.000000,0.979664,0.000000,0.000000
591,4.00,0.100000,0.008071,0.600000,0.100000,0.985810,0.100000,0.050000
592,5.00,0.100000,0.009500,0.600000,0.000000,0.985810,0.100000,0.050000
593,6.00,0.100000,0.019500,0.600000,0.000000,0.983080,0.100000,0.050000
594,7.00,0.100000,0.020739,0.700000,0.000000,0.983080,0.100000,0.050000
595,8.00,0.100000,0.024699,0.800000,0.000000,0.976232,0.100000,0.050000
596,9.00,0.100000,0.025054,0.800000,0.000000,0.978133,0.100000,0.050000
597,10.00,0.100000,0.024924,0.900000,0.000000,0.982329,0.100000,0.050000
598,11.00,0.100000,0.028564,0.900000,0.000000,0.970919,0.100000,0.050000
599,12.00,0.100000,0.030814,0.900000,0.000000,0.972858,0.100000,0.050000
600,13.00,0.100000,0.038923,0.900000,0.000000,0.958475,0.100000,0.050000
601,14.00,0.200000,0.044312,0.800000,0.100000,0.966462,0.200000,0.100000
602,15.00,0.300000,0.049337,0.700000,0.100000,0.969875,0.300000,0.150000
603,16.00,0.363636,0.055010,0.636364,0.090909,0.967588,0.363636,0.181818
604,17.00,0.416667,0.052739,0.583333,0.083333,0.964829,0.416667,0.208333
605,18.00,0.500000,0.056349,0.500000,0.083333,0.959036,0.500000,0.250000
606,19.00,0.461538,0.052014,0.538462,0.000000,0.959036,0.461538,0.230769
607,20.00,0.428571,0.049610,0.571429,0.000000,0.957371,0.428571,0.214286
608,21.00,0.500000,0.055431,0.500000,0.071429,0.947197,0.500000,0.250000
609,22.00,0.500000,0.059524,0.500000,0.000000,0.959106,0.500000,0.250000
610,23.00,0.466667,0.057139,0.533333,0.000000,0.961792,0.466667,0.233333
611,24.00,0.466667,0.058156,0.533333,0.000000,0.946431,0.466667,0.233333
612,25.00,0.466667,0.058822,0.533333,0.000000,0.944126,0.466667,0.233333
613,26.00,0.500000,0.058319,0.500000,0.062500,0.952930,0.500000,0.250000
614,27.00,0.500000,0.058319,0.500000,0.000000,0.954015,0.500000,0.250000
615,28.00,0.470588,0.056065,0.529412,0.000000,0.954015,0.470588,0.235294
616,29.00,0.500000,0.061971,0.500000,0.055556,0.958385,0.500000,0.250000
617,30.00,0.500000,0.062526,0.500000,0.000000,0.952537,0.500000,0.250000
618,31.00,0.611111,0.067126,0.388889,0.111111,0.956203,0.611111,0.305556
